V1,V2,V3
8130,29490,69210
8790,25170,96840
7860,45900,39570
12180,20310,38550
10980,39750,132180
9300,27360,59010
9810,37500,22170
8880,28860,71670
7770,15570,92610
6990,41580,103230
8280,37890,43050
10080,23460,66120
8040,35730,47190
7020,18960,76320
12210,31500,40320
7710,38880,99870
13860,58320,63150
9120,33720,99930
9150,44370,89220
7440,23010,110220
8910,24060,72360
9120,29670,109650
10290,38940,107970
11400,28320,50790
8760,15120,62160
10230,34320,55830
11490,30330,70650
8610,25080,109260
6300,21900,162450
8730,23820,117420
13080,25170,73500
9960,35460,138750
9930,24420,89820
7200,51690,67740
13170,16440,63780
11070,23880,37140
7500,22080,76770
9840,61320,73440
9630,32490,48120
8190,41970,59280
6510,37350,118260
8370,22020,70770
9300,23610,51240
9900,43920,52230
9480,26430,112560
12000,24780,63480
6180,48180,59430
9210,33210,67500
11550,58710,55770
10200,51300,74700
9000,26430,51450
8100,23400,90720
11310,32670,128970
13350,18090,33090
10770,37230,45150
8160,25290,95160
11190,43110,88620
14910,20400,23160
11130,42720,79890
10170,41790,34350
8640,53370,31830
9090,38490,51810
9900,59160,53160
11550,31770,73920
7620,36990,59040
6390,19350,107040
8070,43950,106980
9420,36870,68520
9030,29430,55110
11310,38070,83340
7740,32220,69870
8910,41460,127770
6810,66360,63720
10170,24300,46620
9690,34620,45900
8550,26550,116970
8160,35400,37050
10710,33240,39840
10740,68070,63030
8550,24840,43050
10860,33750,155670
9660,62730,62340
6030,36630,72240
10110,57810,45960
9330,35310,200580
9120,43710,84570
11610,64320,51510
8850,23370,60540
8460,38220,27300
9960,36810,131640
13440,26100,48960
7140,33090,30180
8820,34230,141780
10320,22260,80400
7710,39150,82110
6840,46950,49920
8340,24510,29250
9870,16380,120810
10350,77760,79110
8580,36270,31560
7830,30420,33750
8790,27240,59280
11070,36360,100260
5370,47670,83190
9240,37740,93810
11100,27570,54900
9780,29520,38220
8940,42210,87750
7320,47820,61980
9000,35490,117540
9990,31470,40980
9660,62640,114960
10410,59670,56250
6930,30150,36990
9510,37560,79110
7440,32100,42570
6750,15660,46290
14340,43800,33720
10770,53910,67350
7980,19710,68220
10470,40590,62010
10020,17730,74130
10860,37530,95340
15210,36900,76380
9420,18630,66540
10800,44400,183690
12810,37620,25920
7740,41760,77730
14760,35190,43710
9120,66330,74820
8640,55290,34740
10650,67050,93300
8010,23610,69780
7590,28950,120450
7230,40560,80100
7800,48450,110700
8880,57390,40680
12900,35580,59310
10320,30000,65760
10620,29880,82110
11700,43200,107460
8790,58830,44490
8370,32010,51390
8520,23100,65370
7770,23700,21630
10410,68520,139590
11400,21690,89100
8430,59760,65160
8400,29130,79470
7980,47010,48450
9300,44100,31740
9390,32760,81060
9780,24570,47970
10170,24690,41070
7530,72780,59310
7680,58650,86880
10500,48450,51180
8580,36870,47400
9780,19080,67650
5370,41460,73170
9720,39180,87120
12780,31710,51570
7740,45330,45480
13170,29370,40620
10410,30090,75060
7830,47310,79050
11370,22860,43560
12210,37140,70200
7560,23580,136500
12510,52680,49290
11160,52260,40080
8730,53550,48270
11640,30840,71430
9390,24360,32160
9330,31170,37830
6630,42930,77730
10200,48480,72480
11670,37680,53520
9330,34110,61770
8520,35550,152760
10920,37650,46920
8670,25080,92580
7470,23340,113730
12240,24270,101280
11010,23700,46830
14970,39720,45270
10290,39120,47730
7200,34530,42360
7470,28050,102240
9600,36210,81120
11820,20310,56580
8580,27840,48690
9930,41460,69240
11970,39780,85740
8130,27450,116970
8370,46710,105150
8040,34980,51180
9150,69300,45240
8670,17670,57960
13470,21210,57390
8340,32400,30360
11370,28290,99510
10920,41880,63600
11580,38340,26640
10080,38760,52020
9810,17490,43950
10890,28740,133290
9030,37860,61230
11250,41130,37590
10140,68010,72750
8670,32760,77610
9690,35250,39420
7140,29850,91290
9930,48390,95610
8400,18870,111690
8010,31320,49920
8970,39870,111360
10230,33570,65280
8910,23100,54780
9870,25950,32520
11370,26100,111540
8250,36090,56220
9540,44250,44280
10620,34920,116310
12150,45300,130260
8880,32880,48750
10200,31470,69780
9990,18090,86010
10380,34920,49350
10500,27840,63720
7740,31920,90360
6930,32790,47550
9210,33990,72930
9570,28920,108540
9120,21270,45540
8070,41640,76500
10200,49470,105540
9060,30420,49740
9810,16770,102390
11580,76620,89790
11160,15690,57690
12510,26340,69570
9510,30480,109170
11460,45210,75300
9570,27270,36450
10440,46680,100920
11100,46380,57120
12840,35580,62280
9270,43740,26670
10680,16950,60810
6420,41400,55560
8310,66720,87270
14220,33090,51000
7530,38610,81420
8940,29850,28080
12810,41730,78780
8910,40380,100770
9540,41730,138210
9810,29070,35250
11730,28860,75030
6990,37620,67110
9510,20520,42990
10350,30330,74250
9360,30780,78240
10440,51540,70380
7980,29820,69390
9810,27900,46470
10050,35970,41940
10830,30480,90240
9210,45720,70860
7830,93360,55410
9240,55380,141720
8370,71580,71400
8880,24390,126450
9660,43860,47190
10860,45780,52230
8820,33750,40230
12270,56100,109350
8700,43170,38130
10470,40050,54210
9030,33390,66030
10830,22500,58020
5880,21720,33690
12030,54960,52320
9090,27390,34680
9480,38760,121200
10050,47070,53340
8670,79020,75240
8790,30900,43200
12180,26430,68700
12030,40380,77910
4470,23970,43680
9930,49470,76350
7440,36750,72150
10110,18030,61200
11670,38880,114330
9180,40290,68940
9090,48060,58950
9540,29610,92760
7530,34050,93600
10410,33540,42090
11580,35970,89340
10680,33630,71310
9960,24360,59880
11190,31860,40800
8880,41610,81750
9630,48210,107490
11400,28710,45900
10530,31800,27060
8850,74190,53220
8970,92820,36060
11160,25710,65280
9450,27090,30330
9570,29700,54930
10200,30330,41670
7200,43290,39930
10800,34530,96960
9630,36330,76110
7350,21240,74970
10710,24060,48120
10950,50340,53130
10080,32250,78750
9660,51420,112410
7080,56940,109980
9180,31740,68760
11220,41370,81900
12450,29790,72120
11010,30210,54450
10590,22740,33660
6630,51750,141660
9240,19350,95280
11580,24900,106140
9360,41040,74010
8580,35850,30030
6390,45330,58410
8010,16590,36810
8670,23670,70710
10740,32460,37890
7890,33390,22920
7140,38400,25980
10920,41820,44100
10320,29880,50880
6570,48510,73470
9840,38880,95790
12570,38520,72660
9840,56670,50850
9180,35100,107550
9120,35910,37650
10350,42300,53250
8970,23670,78000
9630,31830,51360
10590,40560,58500
8970,30120,41580
8190,36690,67860
13590,28170,72900
9030,57810,152820
6390,16290,43890
10770,34740,24150
10350,48930,72690
9480,35760,77340
11970,49230,79260
10950,22530,104340
9270,32550,55680
7110,20280,50040
7290,16260,24210
9300,26310,77040
11190,53610,60840
7080,74370,39390
11010,58110,96210
10230,32130,65430
10050,38670,45480
10770,36360,80640
9390,44880,117540
10440,58710,67170
8430,25710,53460
9840,42630,47760
10680,45630,58770
11220,38880,141150
10590,30090,100890
11220,14400,84630
9150,26400,50280
5250,46080,78270
10080,64020,156210
8910,30300,172080
9480,37410,38880
9390,45450,53070
5850,22110,92730
10800,40530,89190
7470,56040,67920
12810,32940,66270
11640,44730,47310
6660,22290,51840
8610,38430,155070
10950,27870,87120
8340,58650,88500
6990,42180,101220
11130,16680,79170
10680,48690,98100
7500,44100,21570
8760,29010,43920
6540,29370,49440
11880,27270,109980
12030,33150,68040
9270,38880,104700
12060,27900,63510
6300,21480,43170
6900,47730,113340
6450,30780,36840
11700,14940,52350
8310,31830,44610
11760,24270,47310
6930,20640,46560
10620,21750,74160
10260,18780,90210
5790,17490,78150
9780,15870,78510
11100,44670,45090
11790,40890,54510
11460,55440,34770
13110,42390,43650
11280,16200,39600
10470,44850,80850
13320,51540,59580
9960,33510,51150
9990,20610,80970
10560,51660,56850
10560,36600,41760
9450,57960,90090
8610,25320,60180
10200,52710,146250
10950,30540,24600
10680,25860,51660
8190,43890,90030
13740,66930,85200
11970,42990,113670
7230,48720,38940
11370,22170,62490
10860,27690,26190
9270,53010,44040
10410,32730,54480
9000,34620,70140
9600,40590,53520
8850,37500,82800
15810,38730,24120
9390,62160,105540
10650,23280,74310
8310,47880,32700
11040,33360,87090
10200,29250,55050
8640,59790,50250
7800,60540,47700
12570,24150,60840
8520,26520,74190
10350,34080,94020
7560,30360,85950
11640,30600,75090
7350,59700,84270
10290,31110,101970
11130,28560,87960
9600,24360,88950
8550,62640,116550
11940,31590,65010
13980,16890,69060
8040,33750,68640
9930,50970,173250
8550,27600,56490
12300,17700,43620
11250,35970,51750
8610,30750,99810
9240,24090,77790
12150,24000,31170
11820,40020,78300
8790,37920,61230
11820,33030,72000
8460,46380,71310
7890,29040,94590
8250,31980,53550
8100,37500,97620
11520,26700,25440
8790,26820,75600
7920,25140,87420
7620,36240,68820
9570,30360,97860
9240,29910,78690
10050,42030,85890
7920,33360,109170
11100,39960,31740
11790,65610,81750
13260,44460,96900
9990,30870,42120
7440,31830,87600
11580,65730,111840
10980,40500,85350
8850,34380,119400
8700,28500,22500
9720,56550,51660
8460,32520,69420
12090,46560,40440
8790,33750,57480
8760,18330,90420
10800,39090,103080
8430,31440,41220
5550,31650,63150
8550,27360,35130
9540,62910,60750
11310,31680,69720
10170,42600,46200
9570,28350,174660
11100,30750,62490
11700,16830,78000
11010,36030,67050
11490,35100,46260
9630,23070,33570
11580,18060,22350
9180,24660,60510
8970,19530,74040
9180,51150,22380
10920,27270,100110
12660,28650,72450
9060,29820,84210
9090,37620,73290
6300,39450,92370
12300,44310,37140
11460,16950,39690
8010,26220,29880
8820,50340,67710
12000,23370,37860
7590,51300,67740
9930,45330,67620
8790,17820,76080
10320,52800,29190
10980,25890,128640
9690,33450,57960
12720,68310,58320
10650,38310,60390
9480,38850,44700
10440,37530,127440
11220,44160,68340
9540,62940,43980
9630,25860,94290
9450,37260,82410
8970,31980,22890
9570,40290,40170
12090,34500,38940
9030,58590,47880
8760,26280,102570
7860,75300,130620
8760,27300,53160
10080,30060,91560
7950,39270,45480
7890,41760,73260
11400,31260,88110
9570,24300,80610
9690,24960,54960
10230,41790,41640
10290,33060,29610
9360,22740,70590
9060,43980,45630
8580,60840,98070
10170,32670,50130
11910,33330,92430
8880,14310,87270
8220,52500,33900
10110,32400,43290
10980,23040,91620
6540,37170,33570
9090,32460,51210
5160,28560,35640
7650,44580,78690
8670,75480,76410
9750,36210,46140
8610,29760,99210
13830,72300,139770
9480,28350,70620
7710,21780,118530
11010,25980,86070
9510,30330,45120
9720,27300,32940
9840,44970,72360
9690,32490,138090
7980,50280,73110
7470,49140,113760
10230,19020,85590
6240,35640,46860
14730,42750,88410
13110,20580,139050
9600,38190,141480
7230,40500,85710
9750,25050,158670
11970,25860,30300
10800,51660,60720
9150,36540,50310
11040,34290,145890
10620,34980,72750
9210,61260,113070
8010,26310,36690
9090,35730,74130
10320,37230,130830
6090,34230,67890
10680,29460,26190
7410,54630,128910
9660,13170,40560
9750,37530,77010
13680,16740,65730
8340,16410,90030
8130,42540,87960
7290,23400,61230
11520,57390,47160
10860,20790,27150
8850,49710,58800
9600,25350,71490
8790,24000,41190
7200,35970,115830
10260,36330,68370
10440,24450,29850
8340,45120,39600
9240,33630,70320
8520,37860,31410
10080,59310,47880
8400,40680,51720
8730,33330,71850
8160,51180,63210
11580,33210,61230
9600,39150,46080
9000,24630,45810
9030,52830,82410
8370,38280,90540
8580,32400,74640
12570,64980,74580
7560,30510,57030
9930,49350,56970
8580,35280,61350
8340,49860,77820
11040,41580,42180
6780,29970,81810
9810,28560,75600
9660,53430,64530
9930,21330,41580
10590,43350,25290
9210,39090,49200
9360,20850,66720
10560,17190,34320
9630,38400,48210
11940,31920,117300
9120,40770,85950
7800,42210,37230
14190,24990,107160
7830,51870,57480
10320,61590,73740
10710,28350,52260
11700,37830,87300
15210,51480,29010
9660,38400,34320
10740,53220,70410
13260,46470,51060
11010,36720,65430
9930,44880,54450
9540,34710,79560
9600,40470,56130
12990,52560,52110
9990,43260,45000
6390,21000,50100
10470,42030,85470
8640,17430,61830
8190,40320,123210
8460,29640,31620
11370,33450,73530
13890,25440,37200
9090,22440,86100
8820,40560,60240
7890,37050,62550
12450,26580,57450
10200,49590,88470
8910,36150,90510
11220,23250,81930
9780,42660,53070
10800,35730,58740
11520,48180,56070
9990,65070,44460
11430,50640,43980
9510,54570,61920
12990,26010,78630
9420,54210,118860
17850,21210,123780
10680,24870,66870
8070,26070,53700
8280,16440,33870
8310,27660,38820
5940,37680,45180
10620,48270,53100
12060,48210,77070
7710,45000,49050
11070,21210,37260
12840,47670,81960
15630,38730,42180
9720,35490,37590
12720,24090,53340
10650,44040,72750
8730,41400,78510
11790,24030,34620
9450,49800,126000
10050,34440,54150
8730,46230,116400
7200,33930,43830
8100,58800,124020
7620,18480,73140
9300,41100,85260
7110,54600,27570
8130,38430,41640
10140,32790,140280
11400,38880,40650
12810,75450,125370
9330,62310,58800
8790,33360,57480
8220,51630,56910
15060,46080,72060
7650,37320,57000
9690,36600,32670
8730,40470,105240
8490,23640,43110
11640,40050,43110
9390,37320,25740
8820,21720,33990
8670,16080,142890
10590,25560,39780
7800,26370,166500
10470,18300,114330
8490,55230,46650
10110,32310,46890
10470,33630,45480
12240,56280,44340
9540,17250,133740
11250,35460,42960
12030,23790,48270
9540,29970,39180
7080,42120,177330
11970,56220,80130
9900,37560,115920
9840,17430,103110
11760,23670,65130
10740,43170,92100
7380,30360,107130
11610,36960,83400
5700,34470,30180
8880,21030,41250
9030,37830,53940
8790,81510,26160
6000,32700,59040
8790,30780,59880
11790,27090,65580
7320,28920,50790
9030,28080,107520
8730,20880,68220
10800,28860,102390
10680,26820,60570
7890,25170,65790
10740,20850,41790
10500,24180,94500
7710,40260,63480
9360,51690,79710
7380,51390,104310
12810,37920,95130
10560,32220,90510
11370,38100,161340
8100,26250,65550
11730,28470,52020
7620,20490,55290
10290,36750,95640
10950,33120,78810
12210,39570,49590
10740,27930,79920
10350,35310,47910
10110,21750,174090
8220,32220,84810
9990,25500,56910
8370,37410,102180
9450,46110,39990
11340,34560,38610
13620,23610,85650
10200,46440,84600
7800,56520,95760
9780,38100,32940
7650,45660,36270
10350,30750,69780
8580,36990,37230
9780,22380,110460
8640,34050,89640
9720,51660,104070
10740,17700,83700
7380,16410,59940
14190,57000,45630
6060,14400,80910
11160,59220,37200
8580,23070,59190
8640,76830,77460
10740,32370,65940
7320,27600,81000
8820,31320,111360
8010,40500,102570
8340,34830,46350
8400,27960,35820
13770,29040,29550
9360,36270,69570
9390,44640,65700
7050,42780,122610
8070,59250,74250
8880,35760,46740
8550,25290,63360
9810,21600,72000
8340,38070,71910
9720,44610,72510
10950,39480,100680
14070,20820,46470
5580,27150,35820
10740,40770,54690
13860,30390,137010
8970,50070,42150
9540,19560,67590
10440,20070,99060
9270,26940,91710
8730,53610,60000
8580,36510,76950
9390,67590,46680
10740,16320,44760
11070,59760,45150
8580,24090,111960
7710,33450,36510
11340,50310,116820
8100,21000,55680
7410,32220,58110
12960,31620,40350
12390,37020,78390
12840,48780,88530
9660,51120,44190
12570,38130,51150
8970,27390,42660
